kernel id, kernel mangled name, grid_dimX, grid_dimY, grid_dimZ, #blocks, block_dimX, block_dimY, block_dimZ, #threads, total_insts, total_reported_insts
kernel-1.trace, _Z6vecAddPdS_S_i, 98, 1, 1, 98, 1024, 1, 1, 1024, 71974,71974
